id,word,description,meaning,pronunciation,lesson,level,example
1337,だいどころ,NULL,nhà bếp,NULL,28,NULL,NULL
1338,けいけん,NULL,"kinh nghiệm (～が あります : có ～, ～を します: có ～)",NULL,28,NULL,NULL
1339,ちから,NULL,sức mạnh,NULL,28,NULL,NULL
1340,にんき,NULL,được yêu thích (［がくせいに］～が あります : được [sinh viên] yêu thích),NULL,28,NULL,NULL
1341,かたち,NULL,hình dạng,NULL,28,NULL,NULL
1342,いろ,NULL,màu sắc,NULL,28,NULL,NULL
1343,あじ,NULL,vị,NULL,28,NULL,NULL
1344,ガム,NULL,kẹo cao su,NULL,28,NULL,NULL
1345,しなもの,NULL,hàng hóa,NULL,28,NULL,NULL
1346,ねだん,NULL,giá cả,NULL,28,NULL,NULL
1347,きゅうりょう,NULL,lương,NULL,28,NULL,NULL
1348,ボーナス,NULL,thưởng,NULL,28,NULL,NULL
1349,ゲーム,NULL,"trò chơi, game",NULL,28,NULL,NULL
1350,ばんぐみ,NULL,chương trình,NULL,28,NULL,NULL
1351,ドラマ,NULL,phim truyền hình,NULL,28,NULL,NULL
1352,かしゅ,NULL,ca sĩ,NULL,28,NULL,NULL
1353,しょうせつ,NULL,tiểu thuyết,NULL,28,NULL,NULL
1354,しょうせつか,NULL,"nhà văn, tiểu thuyết gia",NULL,28,NULL,NULL
1355,～か,NULL,nhà ～,NULL,28,NULL,NULL
1356,～き,NULL,máy ～,NULL,28,NULL,NULL
1357,むすこ,NULL,con trai mình,NULL,28,NULL,NULL
1358,むすこさん,NULL,con trai người khác,NULL,28,NULL,NULL
1359,むすめ,NULL,con gái mình,NULL,28,NULL,NULL
1360,むすめさん,NULL,con gái người khác,NULL,28,NULL,NULL
1361,じぶん,NULL,mình,NULL,28,NULL,NULL
1362,しょうらい,NULL,tương lai,NULL,28,NULL,NULL
1363,しばらく,NULL,một lúc,NULL,28,NULL,NULL
1364,たいてい,NULL,thường thì,NULL,28,NULL,NULL
1365,それに,NULL,hơn nữa,NULL,28,NULL,NULL
1366,それで,NULL,vì thế,NULL,28,NULL,NULL
1367,［ちょっと］おねがいが あるんですが。,NULL,Tôi có [chút] việc muốn nhờ,NULL,28,NULL,NULL
1368,じつは,NULL,thực ra,NULL,28,NULL,NULL
1369,かいわ,NULL,hội thoại,NULL,28,NULL,NULL
1370,うーん,NULL,ừ,NULL,28,NULL,NULL
1371,おしらせ,NULL,thông báo,NULL,28,NULL,NULL
1372,さんかします,NULL,tham gia,NULL,28,NULL,NULL
1373,ひにち,NULL,thời gian (ngày),NULL,28,NULL,NULL
1374,ど,NULL,thứ bảy,NULL,28,NULL,NULL
1375,たいいくかん,NULL,nhà thi đấu thể thao,NULL,28,NULL,NULL
1376,むりょう,NULL,miễn phí,NULL,28,NULL,NULL
1377,さそいます,NULL,mời,NULL,28,NULL,NULL
1378,イベント,NULL,sự kiện,NULL,28,NULL,NULL
1379,ちがいます,NULL,khác,NULL,28,NULL,NULL
1380,やさしい,NULL,"tình cảm, hiền lành",NULL,28,NULL,NULL
1381,しゅうかん,NULL,tập quán,NULL,28,NULL,NULL
1382,かんりにん,NULL,người quản lý,NULL,28,NULL,NULL
1383,ホームステイ,NULL,homestay,NULL,28,NULL,NULL
1384,おしゃべりします,NULL,"nói chuyện, tán chuyện",NULL,28,NULL,NULL
1385,あきます［ドアが～］,NULL,mở [cửa ～],NULL,29,NULL,NULL
1386,しまります［ドアが～］,NULL,đóng [cửa ～],NULL,29,NULL,NULL
1387,つきます［でんきが～］,NULL,sáng [điện ～],NULL,29,NULL,NULL
1388,きえます［でんきが～］,NULL,tắt [điện ～],NULL,29,NULL,NULL
1389,こわれます［いすが～］,NULL,hỏng [ghế ～],NULL,29,NULL,NULL
1390,われます［コップが～］,NULL,vỡ [cốc ～],NULL,29,NULL,NULL
1391,おれます［きが～］,NULL,gãy [cây ～],NULL,29,NULL,NULL
1392,やぶれます［かみが～］,NULL,rách [giấy ～],NULL,29,NULL,NULL
1393,よごれます［ふくが～］,NULL,bẩn [áo quần ～],NULL,29,NULL,NULL
1394,つきます［ポケットが～］,NULL,có [túi]/dính [giấy ～],NULL,29,NULL,NULL
1395,はずれます［ボタンが～］,NULL,"bung, rời [nút ～]",NULL,29,NULL,NULL
1396,とまります［くるまが～］,NULL,"dừng, đỗ [xe ～]",NULL,29,NULL,NULL
1397,まちがえます,NULL,nhầm,NULL,29,NULL,NULL
1398,おとします,NULL,"thả xuống, đánh rơi",NULL,29,NULL,NULL
1399,かかります［かぎが～］,NULL,đóng [khóa ～],NULL,29,NULL,NULL
1400,ふきます,NULL,"lau, chùi",NULL,29,NULL,NULL
1401,とりかえます,NULL,thay,NULL,29,NULL,NULL
1402,かたづけます,NULL,dọn dẹp,NULL,29,NULL,NULL
1403,［お］さら,NULL,đĩa,NULL,29,NULL,NULL
1404,［お］ちゃわん,NULL,"bát, chén",NULL,29,NULL,NULL
1405,コップ,NULL,cốc,NULL,29,NULL,NULL
1406,ガラス,NULL,ly,NULL,29,NULL,NULL
1407,ふくろ,NULL,túi,NULL,29,NULL,NULL
1408,しょるい,NULL,giấy tờ,NULL,29,NULL,NULL
1409,えだ,NULL,cành cây,NULL,29,NULL,NULL
1410,えきいん,NULL,nhân viên nhà ga,NULL,29,NULL,NULL
1411,こうばん,NULL,"đồn cảnh sát, bốt cảnh sát",NULL,29,NULL,NULL
1412,スピーチ,NULL,diễn văn (～を します : đọc ～),NULL,29,NULL,NULL
1413,へんじ,NULL,trả lời (～を します : trả lời),NULL,29,NULL,NULL
1414,おさきに どうぞ。,NULL,Mời anh/em cứ về trước,NULL,29,NULL,NULL
1415,げんじものがたり,NULL,tiểu thuyết được viết bởi Murasaki Shikibu vào thời Heian,NULL,29,NULL,NULL
1416,いまの でんしゃ,NULL,(chuyến) tàu điện vừa chạy,NULL,29,NULL,NULL
1417,わすれもの,NULL,đồ bỏ quên,NULL,29,NULL,NULL
1418,このくらい,NULL,"cỡ tầm này, khoảng chừng này",NULL,29,NULL,NULL
1419,～がわ,NULL,phía ～,NULL,29,NULL,NULL
1420,ポケット,NULL,túi,NULL,29,NULL,NULL
1421,～ へん,NULL,chỗ ～,NULL,29,NULL,NULL
1422,おぼえて いません。,NULL,Tôi không nhớ.,NULL,29,NULL,NULL
1423,あみだな,NULL,giá để hành lý,NULL,29,NULL,NULL
1424,たしか,NULL,chắc là,NULL,29,NULL,NULL
1425,［ああ、］よかった。,NULL,"[Ôi,] tốt quá. (dùng khi biểu thị sự an tâm)",NULL,29,NULL,NULL
1426,しんじゅく,NULL,tên một địa điểm/nhà ga ở Tokyo,NULL,29,NULL,NULL
1427,じしん,NULL,động đất,NULL,29,NULL,NULL
1428,かべ,NULL,tường,NULL,29,NULL,NULL
1429,はり,NULL,kim đồng hồ,NULL,29,NULL,NULL
1430,さします,NULL,chỉ,NULL,29,NULL,NULL
1431,えきまえ,NULL,trước ga,NULL,29,NULL,NULL
1432,たおれます,NULL,đổ,NULL,29,NULL,NULL
1433,にし,NULL,phía tây,NULL,29,NULL,NULL
1434,～の ほう,NULL,bên ～,NULL,29,NULL,NULL
1435,もえます,NULL,cháy,NULL,29,NULL,NULL
1436,レポーター,NULL,phóng viên,NULL,29,NULL,NULL
1437,こみます［みちが～］,NULL,"đông, tắc [đường ～]",NULL,29,NULL,NULL
1438,すきます［みちが～］,NULL,"vắng, thoáng [đường ～]",NULL,29,NULL,NULL
1439,さいふ,NULL,cái ví,NULL,29,NULL,NULL
1440,この へん,NULL,"xung quanh đây, gần đây",NULL,29,NULL,NULL
1441,よつや,NULL,tên một ga ở Tokyo,NULL,29,NULL,NULL
1442,ほう,NULL,"hướng, phương hướng",NULL,29,NULL,NULL
1443,さんのみや,NULL,tên một địa điểm ở Kobe,NULL,29,NULL,NULL
1444,はります,NULL,dán,NULL,30,NULL,NULL
1445,かけます,NULL,treo,NULL,30,NULL,NULL
1446,かざります,NULL,trang trí,NULL,30,NULL,NULL
1447,ならべます,NULL,sắp xếp,NULL,30,NULL,NULL
1448,うえます,NULL,trồng,NULL,30,NULL,NULL
1449,もどします,NULL,để lại,NULL,30,NULL,NULL
1450,まとめます,NULL,thu dọn (hành lý),NULL,30,NULL,NULL
1451,しまいます,NULL,cất,NULL,30,NULL,NULL
1452,きめます,NULL,quyết định,NULL,30,NULL,NULL
1453,よしゅうします,NULL,chuẩn bị bài,NULL,30,NULL,NULL
1454,ふくしゅうします,NULL,ôn tập,NULL,30,NULL,NULL
1455,そのままに します,NULL,để nguyên như thế,NULL,30,NULL,NULL
1456,じゅぎょう,NULL,giờ học,NULL,30,NULL,NULL
1457,こうぎ,NULL,bài giảng,NULL,30,NULL,NULL
1458,ミーティング,NULL,cuộc họp,NULL,30,NULL,NULL
1459,よてい,NULL,"dự định, kế hoạch",NULL,30,NULL,NULL
1460,おしらせ,NULL,thông báo,NULL,30,NULL,NULL
1461,ガイドブック,NULL,sách hướng dẫn du lịch,NULL,30,NULL,NULL
1462,カレンダー,NULL,lịch,NULL,30,NULL,NULL
1463,ポスター,NULL,poster,NULL,30,NULL,NULL
1464,よていひょう,NULL,lịch làm việc,NULL,30,NULL,NULL
1465,ごみばこ,NULL,thùng rác,NULL,30,NULL,NULL
1466,にんぎょう,NULL,búp bê,NULL,30,NULL,NULL
1467,かびん,NULL,"bình hoa, lọ hoa",NULL,30,NULL,NULL
1468,かがみ,NULL,gương,NULL,30,NULL,NULL
1469,ひきだし,NULL,ngăn kéo,NULL,30,NULL,NULL
1470,げんかん,NULL,"lối vào nhà, sảnh vào nhà",NULL,30,NULL,NULL
1471,ろうか,NULL,hành lang,NULL,30,NULL,NULL
1472,かべ,NULL,tường,NULL,30,NULL,NULL
1473,いけ,NULL,"ao, hồ",NULL,30,NULL,NULL
1474,もとの ところ,NULL,chỗ cũ,NULL,30,NULL,NULL
1475,まわり,NULL,xung quanh,NULL,30,NULL,NULL
1476,まんなか,NULL,chính giữa,NULL,30,NULL,NULL
1477,すみ,NULL,góc,NULL,30,NULL,NULL
1478,まだ,NULL,vẫn,NULL,30,NULL,NULL
1479,リュック,NULL,ba lô,NULL,30,NULL,NULL
1480,ひじょうぶくろ,NULL,túi (đựng vật dụng trong trường hợp) khẩn cấp,NULL,30,NULL,NULL
1481,ひじょうじ,NULL,"trường hợp khẩn cấp, lúc khẩn cấp",NULL,30,NULL,NULL
1482,せいかつします,NULL,"sinh hoạt, sống",NULL,30,NULL,NULL
1483,かいちゅうでんとう,NULL,đèn pin,NULL,30,NULL,NULL
1484,～とか、～とか,NULL,"như (là) ～, như (là) ～",NULL,30,NULL,NULL
1485,まるい,NULL,tròn,NULL,30,NULL,NULL
1486,ある ～,NULL,～ nọ,NULL,30,NULL,NULL
1487,ゆめを みます,NULL,mơ,NULL,30,NULL,NULL
1488,うれしい,NULL,vui,NULL,30,NULL,NULL
1489,いや［な］,NULL,"ghét, không thích",NULL,30,NULL,NULL
1490,すると,NULL,khi đó,NULL,30,NULL,NULL
1491,めが さめます,NULL,"thức tỉnh, tỉnh giấc",NULL,30,NULL,NULL
1492,かたづけます,NULL,"dọn dẹp, sắp xếp",NULL,30,NULL,NULL
1493,しらせます,NULL,"thông báo, báo",NULL,30,NULL,NULL
1494,そうだんします,NULL,"trao đổi, bàn bạc, tư vấn",NULL,30,NULL,NULL
1495,おこさん,NULL,con (dùng đối với người khác),NULL,30,NULL,NULL
1496,あんないしょ,NULL,sách/tài liệu hướng dẫn,NULL,30,NULL,NULL
1497,こうばん,NULL,trạm/bốt cảnh sát,NULL,30,NULL,NULL
1498,～ほど,NULL,"khoảng ～, chừng ～",NULL,30,NULL,NULL
1499,ごくろうさま。,NULL,Anh/Chị đã làm việc vất vả./Cảm ơn anh/chị. (câu nói dùng để bày tỏ sự cảm ơn hoặc thông cảm với sự vất vả khi ai đó đã làm xong một việc gì),NULL,30,NULL,NULL
1500,きぼう,NULL,"hi vọng, nguyện vọng",NULL,30,NULL,NULL
1501,なにか ごきぼうが ありますか。,NULL,Anh/chị có nguyện vọng gì không?/Anh/Chị có yêu cầu gì không,NULL,30,NULL,NULL
1502,ミュージカル,NULL,ca kịch,NULL,30,NULL,NULL
1503,それは いいですね。,NULL,Điều đó được đấy nhỉ./Hay quá nhỉ.,NULL,30,NULL,NULL
1504,ブロードウェイ,NULL,Broadway,NULL,30,NULL,NULL
1505,つき,NULL,"mặt trăng, trăng",NULL,30,NULL,NULL
1506,ちきゅう,NULL,trái đất,NULL,30,NULL,NULL
1507,つづけます,NULL,tiếp tục,NULL,31,NULL,NULL
1508,みつけます,NULL,tìm,NULL,31,NULL,NULL
1509,とります［やすみを～］,NULL,xin [nghỉ],NULL,31,NULL,NULL
1510,うけます［しけんを～］,NULL,dự [thi],NULL,31,NULL,NULL
1511,もうしこみます,NULL,đăng ký,NULL,31,NULL,NULL
1512,きゅうけいします,NULL,nghỉ giải lao,NULL,31,NULL,NULL
1513,れんきゅう,NULL,ngày nghỉ liên tục,NULL,31,NULL,NULL
1514,さくぶん,NULL,bài tập làm văn,NULL,31,NULL,NULL
1515,はっぴょう,NULL,"phát biểu, công bố (～します: phát biểu)",NULL,31,NULL,NULL
1516,てんらんかい,NULL,cuộc triển lãm,NULL,31,NULL,NULL
1517,けっこんしき,NULL,lễ cưới,NULL,31,NULL,NULL
1518,［お］そうしき,NULL,đám tang,NULL,31,NULL,NULL
1519,しき,NULL,lễ,NULL,31,NULL,NULL
1520,ほんしゃ,NULL,"trụ sở chính, tổng công ty",NULL,31,NULL,NULL
1521,してん,NULL,chi nhánh,NULL,31,NULL,NULL
1522,きょうかい,NULL,nhà thờ,NULL,31,NULL,NULL
1523,だいがくいん,NULL,cao học,NULL,31,NULL,NULL
1524,どうぶつえん,NULL,sở thú,NULL,31,NULL,NULL
1525,おんせん,NULL,suối nước nóng,NULL,31,NULL,NULL
1526,かえり,NULL,chiều về,NULL,31,NULL,NULL
1527,おこさん,NULL,con (dùng nói về con người khác),NULL,31,NULL,NULL
1528,－ごう,NULL,số (hiệu) ～,NULL,31,NULL,NULL
1529,～の ほう,NULL,phía ～,NULL,31,NULL,NULL
1530,ずっと,NULL,suốt,NULL,31,NULL,NULL
1531,バリ,NULL,Ba-li (hòn đảo ở In-đô-nê-xi-a),NULL,31,NULL,NULL
1532,ピカソ,NULL,"Pablo Picasso, danh họa người Tây Ban Nha (1881-1973)",NULL,31,NULL,NULL
1533,のぞみ,NULL,tên của tàu Shinkansen (～４２号 : Nozomi số 42),NULL,31,NULL,NULL
1534,しんこうべ,NULL,tên ga ở tỉnh Hyogo,NULL,31,NULL,NULL
1535,のこります,NULL,"ở lại, còn",NULL,31,NULL,NULL
1536,にゅうがくしけん,NULL,kỳ thi đầu vào,NULL,31,NULL,NULL
1537,つきに,NULL,(trong) một,NULL,31,NULL,NULL
1538,むら,NULL,làng,NULL,31,NULL,NULL
1539,そつぎょうします,NULL,tốt nghiệp,NULL,31,NULL,NULL
1540,えいがかん,NULL,rạp chiếu phim,NULL,31,NULL,NULL
1541,いや［な］,NULL,chán,NULL,31,NULL,NULL
1542,そら,NULL,bầu trời,NULL,31,NULL,NULL
1543,とじます,NULL,nhắm,NULL,31,NULL,NULL
1544,とかい,NULL,thành phố,NULL,31,NULL,NULL
1545,こどもたち,NULL,"trẻ con, bọn trẻ",NULL,31,NULL,NULL
1546,じゆうに,NULL,thoải mái,NULL,31,NULL,NULL
1547,はじまります［しきが～］,NULL,bắt đầu [buổi lễ ～],NULL,31,NULL,NULL
1548,にゅうがくします［だいがくに～］,NULL,"nhập học, vào [(trường) đại học]",NULL,31,NULL,NULL
1549,しゅっせきします［かいぎに～］,NULL,"tham dự, tham gia [cuộc họp]",NULL,31,NULL,NULL
1550,おきゃく［さん］,NULL,khách hàng,NULL,31,NULL,NULL
1551,だれか,NULL,ai đó,NULL,31,NULL,NULL
1552,うえのこうえん,NULL,Công viên Ueno (ở Tokyo),NULL,31,NULL,NULL
1553,ふつうの,NULL,"thường, thông thường",NULL,31,NULL,NULL
1554,インターネット,NULL,Internet,NULL,31,NULL,NULL
1555,せかいじゅう,NULL,khắp thế giới,NULL,31,NULL,NULL
1556,あつまります,NULL,tập trung,NULL,31,NULL,NULL
1557,うつくしい,NULL,đẹp,NULL,31,NULL,NULL
1558,しぜん,NULL,"tự nhiên, thiên nhiên",NULL,31,NULL,NULL
1559,すばらしさ,NULL,tuyệt vời,NULL,31,NULL,NULL
1560,きが つきます,NULL,"để ý, nhận ra",NULL,31,NULL,NULL
1561,うんどうします,NULL,vận động,NULL,32,NULL,NULL
1562,せいこうします,NULL,thành công,NULL,32,NULL,NULL
1563,しっぱいします［しけんに～］,NULL,"thất bại, trượt [kỳ thi]",NULL,32,NULL,NULL
1564,ごうかくします［しけんに～］,NULL,đỗ [kỳ thi],NULL,32,NULL,NULL
1565,やみます［あめが～］,NULL,tạnh [mưa],NULL,32,NULL,NULL
1566,はれます,NULL,quang đãng,NULL,32,NULL,NULL
1567,くもります,NULL,có mây,NULL,32,NULL,NULL
1568,つづきます［ねつが～］,NULL,kéo dài [sốt ～],NULL,32,NULL,NULL
1569,ひきます［かぜを～］,NULL,bị cảm,NULL,32,NULL,NULL
1570,ひやします,NULL,"làm mát, làm lạnh",NULL,32,NULL,NULL
1571,こみます［みちが～］,NULL,đông [đường ～],NULL,32,NULL,NULL
1572,すきます［みちが～］,NULL,vắng [đường ～],NULL,32,NULL,NULL
1573,でます［しあいに～］,NULL,tham gia [trận đấu],NULL,32,NULL,NULL
1574,でます［パーティーに～］,NULL,dự [tiệc],NULL,32,NULL,NULL
1575,むりを します,NULL,gắng sức,NULL,32,NULL,NULL
1576,じゅうぶん［な］,NULL,đủ,NULL,32,NULL,NULL
1577,おかしい,NULL,"(kỷ) lạ, thú vị",NULL,32,NULL,NULL
1578,うるさい,NULL,ồn ào,NULL,32,NULL,NULL
1579,せんせい,NULL,bác sĩ,NULL,32,NULL,NULL
1580,やけど,NULL,bỏng (～を します : bị ～),NULL,32,NULL,NULL
1581,けが,NULL,thương (～を します : bị ～),NULL,32,NULL,NULL
1582,せき,NULL,ho (～を します : ho / ～が でます : bị ～),NULL,32,NULL,NULL
1583,インフルエンザ,NULL,cúm,NULL,32,NULL,NULL
1584,そら,NULL,bầu trời,NULL,32,NULL,NULL
1585,たいよう,NULL,mặt trời,NULL,32,NULL,NULL
1586,ほし,NULL,sao,NULL,32,NULL,NULL
1587,かぜ,NULL,gió,NULL,32,NULL,NULL
1588,ひがし,NULL,đông,NULL,32,NULL,NULL
1589,にし,NULL,tây,NULL,32,NULL,NULL
1590,みなみ,NULL,nam,NULL,32,NULL,NULL
1591,きた,NULL,bắc,NULL,32,NULL,NULL
1592,こくさい～,NULL,～ quốc tế,NULL,32,NULL,NULL
1593,すいどう,NULL,nước máy,NULL,32,NULL,NULL
1594,エンジン,NULL,động cơ,NULL,32,NULL,NULL
1595,チーム,NULL,đội,NULL,32,NULL,NULL
1596,こんや,NULL,tối nay,NULL,32,NULL,NULL
1597,ゆうがた,NULL,chiều tối,NULL,32,NULL,NULL
1598,まえ,NULL,trước,NULL,32,NULL,NULL
1599,おそく,NULL,muộn,NULL,32,NULL,NULL
1600,こんなに,NULL,như thế này,NULL,32,NULL,NULL
1601,そんなに,NULL,"như thế đó, nhứ thế đấy (về những vật/điều liên quan đến người nghe)",NULL,32,NULL,NULL
1602,あんなに,NULL,như thế kia (về những vật/điều không liên quan đến cả người nói lẫn người nghe),NULL,32,NULL,NULL
1603,ヨーロッパ,NULL,châu Âu,NULL,32,NULL,NULL
1604,げんき,NULL,khỏe,NULL,32,NULL,NULL
1605,い,NULL,dạ dày,NULL,32,NULL,NULL
1606,ストレス,NULL,căng thẳng,NULL,32,NULL,NULL
1607,それは いけませんね。,NULL,Thế thì thật không tốt,NULL,32,NULL,NULL
1608,ほしうらない,NULL,bói sao,NULL,32,NULL,NULL
1609,おうしざ,NULL,sao Kim Ngưu,NULL,32,NULL,NULL
1610,はたらきすぎ,NULL,làm việc quá sức,NULL,32,NULL,NULL
1611,こまります,NULL,khó khăn,NULL,32,NULL,NULL
1612,たからくじ,NULL,"vé số, xổ số",NULL,32,NULL,NULL
1613,あたります［たからくじが～］,NULL,trúng [xổ số],NULL,32,NULL,NULL
1614,けんこう,NULL,sức khỏe,NULL,32,NULL,NULL
1615,れんあい,NULL,tình yêu,NULL,32,NULL,NULL
1616,こいびと,NULL,người yêu,NULL,32,NULL,NULL
1617,ラッキーアイテム,NULL,thứ được cho là đem lại vân may trong bói toán,NULL,32,NULL,NULL
1618,いし,NULL,"hòn đá, viên đá",NULL,32,NULL,NULL
1619,もどります,NULL,"quay lại, trở lại",NULL,32,NULL,NULL
1620,ふきます［かぜが～］,NULL,thổi [gió ～],NULL,32,NULL,NULL
1621,なおります［びょうきが～］,NULL,khỏi [cúm],NULL,32,NULL,NULL
1622,なおります［こしょうが～］,NULL,đã được sửa [chỗ hỏng ～],NULL,32,NULL,NULL
1623,しんぱい［な］,NULL,lo lắng,NULL,32,NULL,NULL
1624,つき,NULL,"trăng, mặt trăng",NULL,32,NULL,NULL
1625,もしかしたら,NULL,"có thể, biết đâu là, có khả năng",NULL,32,NULL,NULL
1626,オリンピック,NULL,Olympic,NULL,32,NULL,NULL
1627,ゆっくり します,NULL,"nghỉ ngơi, thư thái, dưỡng sức",NULL,32,NULL,NULL
1628,［お］かねもち,NULL,"người giàu có, người có nhiều tiền",NULL,32,NULL,NULL
1629,にげます,NULL,trốn,NULL,33,NULL,NULL
1631,あきらめます,NULL,"bỏ cuộc, từ bỏ",NULL,33,NULL,NULL
1632,なげます,NULL,ném,NULL,33,NULL,NULL
1633,まもります,NULL,"giữ (lời hứa), tuân thủ (quy tắc)",NULL,33,NULL,NULL
1634,はじまります［しきが～］,NULL,bắt đầu [lễ],NULL,33,NULL,NULL
1635,しゅっせきします［かいぎに～］,NULL,dự [họp],NULL,33,NULL,NULL
1636,つたえます,NULL,"nói lại, truyền đạt lại",NULL,33,NULL,NULL
1637,ちゅういします［くるまに～］,NULL,chú ý [xe ô tô],NULL,33,NULL,NULL
1638,はずします［せきを～］,NULL,rời [ghế],NULL,33,NULL,NULL
1639,もどります,NULL,"trở lại, quay trở lại",NULL,33,NULL,NULL
1640,あります［でんわが～］,NULL,có [điện thoại],NULL,33,NULL,NULL
1641,リサイクルします,NULL,tái chế,NULL,33,NULL,NULL
1642,だめ［な］,NULL,không được,NULL,33,NULL,NULL
1643,おなじ,NULL,giống,NULL,33,NULL,NULL
1644,けいさつ,NULL,"cảnh sát, sở cảnh sát",NULL,33,NULL,NULL
1645,せき,NULL,"ghế, chỗ (ngồi)",NULL,33,NULL,NULL
1646,マーク,NULL,ký hiệu,NULL,33,NULL,NULL
1647,ボール,NULL,bóng,NULL,33,NULL,NULL
1648,しめきり,NULL,"hạn chót, hạn cuối",NULL,33,NULL,NULL
1649,きそく,NULL,quy tắc,NULL,33,NULL,NULL
1650,きけん,NULL,nguy hiểm,NULL,33,NULL,NULL
1651,しようきんし,NULL,cấm sử dụng,NULL,33,NULL,NULL
1652,たちいりきんし,NULL,cấm vào,NULL,33,NULL,NULL
1653,じょこう,NULL,"chạy chậm, đi chậm",NULL,33,NULL,NULL
1654,いりぐち,NULL,lối vào,NULL,33,NULL,NULL
1655,でぐち,NULL,lối ra,NULL,33,NULL,NULL
1656,ひじょうぐち,NULL,cửa thoát hiểm,NULL,33,NULL,NULL
1657,むりょう,NULL,miễn phí,NULL,33,NULL,NULL
1658,わりびき,NULL,giảm giá,NULL,33,NULL,NULL
1659,のみほうだい,NULL,uống thoải mái không giới hạn (uống bao nhiêu đi nữa giá tiền cũng không đổi),NULL,33,NULL,NULL
1660,しようちゅう,NULL,đang sử dụng,NULL,33,NULL,NULL
1661,ぼしゅうちゅう,NULL,đang tuyển,NULL,33,NULL,NULL
1662,～ちゅう,NULL,đang ～,NULL,33,NULL,NULL
1663,どういう ～,NULL,～ như thế nào,NULL,33,NULL,NULL
1664,いくら［～でも］,NULL,[dù có] ～ bao nhiêu đi nữa,NULL,33,NULL,NULL
1665,もう,NULL,nữa (dùng với thể phủ định),NULL,33,NULL,NULL
1666,あと ～,NULL,còn ～,NULL,33,NULL,NULL
1667,～ほど,NULL,khoảng ～,NULL,33,NULL,NULL
1668,ちゅうしゃいはん,NULL,đỗ xe sai quy định,NULL,33,NULL,NULL
1669,ばっきん,NULL,tiền phạt,NULL,33,NULL,NULL
1670,じしん,NULL,động đất,NULL,33,NULL,NULL
1671,おきます,NULL,xảy ra,NULL,33,NULL,NULL
1672,たすけあいます,NULL,giúp đỡ lẫn nhau,NULL,33,NULL,NULL
1673,もともと,NULL,"vốn là, nguyên là",NULL,33,NULL,NULL
1674,かなしい,NULL,buồn,NULL,33,NULL,NULL
1675,もっと,NULL,hơn,NULL,33,NULL,NULL
1676,あいさつ,NULL,chào hỏi (～を します : chào),NULL,33,NULL,NULL
1677,あいて,NULL,đối phương,NULL,33,NULL,NULL
1678,きもち,NULL,tâm trạng,NULL,33,NULL,NULL
1679,あげます,NULL,"nâng, nâng lên, tăng lên",NULL,33,NULL,NULL
1680,さげます,NULL,"hạ, hạ xuống, giảm xuống",NULL,33,NULL,NULL
1681,ファイト,NULL,"""quyết chiến"", ""cố lên""",NULL,33,NULL,NULL
1682,せんたくき,NULL,máy giặt,NULL,33,NULL,NULL
1683,～き,NULL,máy ～,NULL,33,NULL,NULL
1684,ほんじつきゅうぎょう,NULL,"hôm nay đóng cửa, hôm nay nghỉ",NULL,33,NULL,NULL
1685,えいぎょうちゅう,NULL,đang mở cửa,NULL,33,NULL,NULL
1686,そりゃあ,NULL,"thế thì, ồ",NULL,33,NULL,NULL
1687,～いない,NULL,"trong khoảng ～, trong vòng ～",NULL,33,NULL,NULL
1688,でんぽう,NULL,"bức điện, điện báo",NULL,33,NULL,NULL
1689,ひとびと,NULL,"người, những người",NULL,33,NULL,NULL
1690,きゅうよう,NULL,"việc gấp, việc khẩn",NULL,33,NULL,NULL
1691,うちます［でんぽうを～］,NULL,gửi [bức điện],NULL,33,NULL,NULL
1692,でんぽうだい,NULL,tiền cước điện báo,NULL,33,NULL,NULL
1693,できるだけ,NULL,"cố gắng, trong khả năng có thể",NULL,33,NULL,NULL
1694,みじかく,NULL,"ngắn gọn, đơn giản",NULL,33,NULL,NULL
1695,また,NULL,thêm nữa,NULL,33,NULL,NULL
1696,たとえば,NULL,ví dụ,NULL,33,NULL,NULL
1697,キトク,NULL,tình trạng hiểm nghèo,NULL,33,NULL,NULL
1698,おもい びょうき,NULL,bệnh nặng,NULL,33,NULL,NULL
1699,あす,NULL,ngày mai,NULL,33,NULL,NULL
1700,るす,NULL,vắng nhà,NULL,33,NULL,NULL
1701,るすばん,NULL,"trông nhà, giữ nhà",NULL,33,NULL,NULL
1702,［お］いわい,NULL,"việc mừng, vật mừng",NULL,33,NULL,NULL
1703,なくなります,NULL,"chết, mất",NULL,33,NULL,NULL
1704,かなしみ,NULL,buồn,NULL,33,NULL,NULL
1705,りようします,NULL,"sử dụng, lợi dụng, tận dùng, dùng",NULL,33,NULL,NULL
1706,みがきます［はを～］,NULL,"đánh [răng], đánh (giày)",NULL,34,NULL,NULL
1707,くみたてます,NULL,lắp ráp,NULL,34,NULL,NULL
1708,おります,NULL,"gập, bẻ",NULL,34,NULL,NULL
1709,きが つきます［わすれものに～］,NULL,"để ý đến, chú ý đến [đồ để quên]",NULL,34,NULL,NULL
1710,つけます［しゅうゆを～］,NULL,chấm [xì dầu],NULL,34,NULL,NULL
1711,みつかります［かぎが～］,NULL,tìm thấy [chìa khóa],NULL,34,NULL,NULL
1712,しつもんします,NULL,hỏi,NULL,34,NULL,NULL
1713,さします［かさを～］,NULL,che [ô],NULL,34,NULL,NULL
